Year,Runtype,Indicator,medval,lowval,highval,combined,
2042,ProgAnyDisease_AI_75,cumulative_mort,3500.491256,2989.012588,4105.249807,"3.5 (3, 4.1) million",
2043,ProgAnyDisease_AI_75,cumulative_incDc,21066.63632,18019.66724,25771.81881,"21.1 (18, 25.8) million",
2043,ProgAnyDisease_AI_75,cumulative_incDs,51688.13737,40076.88815,66303.43008,"51.7 (40.1, 66.3) million",
2043,ProgAnyDisease_AI_75,cumulative_incDsDc,73089.4646,58429.15296,91058.85964,"73.1 (58.4, 91.1) million",
2043,ProgAnyDisease_AI_75,cumulative_incDn,57428.15617,34827.9239,82690.19043,"57.4 (34.8, 82.7) million",
2043,ProgAnyDisease_AI_75,cumulative_mort,3656.507441,3115.114123,4304.605315,"3.7 (3.1, 4.3) million",
2044,ProgAnyDisease_AI_75,cumulative_incDc,21848.72034,18707.58953,26838.58509,"21.8 (18.7, 26.8) million",
2044,ProgAnyDisease_AI_75,cumulative_incDs,53663.75592,41552.47078,68917.97906,"53.7 (41.6, 68.9) million",
2044,ProgAnyDisease_AI_75,cumulative_incDsDc,75933.21672,60576.70729,94673.37868,"75.9 (60.6, 94.7) million",
2044,ProgAnyDisease_AI_75,cumulative_incDn,59559.84277,36073.5336,85923.65687,"59.6 (36.1, 85.9) million",
2044,ProgAnyDisease_AI_75,cumulative_mort,3798.37811,3231.281315,4484.219996,"3.8 (3.2, 4.5) million",
2045,ProgAnyDisease_AI_75,cumulative_incDc,22630.84485,19348.66751,27837.1465,"22.6 (19.3, 27.8) million",
2045,ProgAnyDisease_AI_75,cumulative_incDs,55446.02662,42923.14667,71470.31887,"55.4 (42.9, 71.5) million",
2045,ProgAnyDisease_AI_75,cumulative_incDsDc,78553.23924,62530.37304,98071.30762,"78.6 (62.5, 98.1) million",
2045,ProgAnyDisease_AI_75,cumulative_incDn,61514.97052,37238.26253,88985.06995,"61.5 (37.2, 89) million",
2045,ProgAnyDisease_AI_75,cumulative_mort,3931.655037,3338.884609,4657.03545,"3.9 (3.3, 4.7) million",
2046,ProgAnyDisease_AI_75,cumulative_incDc,23337.91842,19912.45254,28728.64848,"23.3 (19.9, 28.7) million",
2046,ProgAnyDisease_AI_75,cumulative_incDs,57178.47451,44255.54305,73745.24506,"57.2 (44.3, 73.7) million",
2046,ProgAnyDisease_AI_75,cumulative_incDsDc,81011.61629,64383.75933,101191.6735,"81 (64.4, 101.2) million",
2046,ProgAnyDisease_AI_75,cumulative_incDn,63376.89081,38331.12618,91894.39086,"63.4 (38.3, 91.9) million",
2046,ProgAnyDisease_AI_75,cumulative_mort,4056.661722,3438.520868,4820.377468,"4.1 (3.4, 4.8) million",
2047,ProgAnyDisease_AI_75,cumulative_incDc,23978.93467,20447.39025,29588.15431,"24 (20.4, 29.6) million",
2047,ProgAnyDisease_AI_75,cumulative_incDs,58859.1715,45467.8115,75877.87867,"58.9 (45.5, 75.9) million",
2047,ProgAnyDisease_AI_75,cumulative_incDsDc,83237.7541,66106.53089,104311.1484,"83.2 (66.1, 104.3) million",
2047,ProgAnyDisease_AI_75,cumulative_incDn,65239.00471,39360.11939,94642.52345,"65.2 (39.4, 94.6) million",
2047,ProgAnyDisease_AI_75,cumulative_mort,4175.213271,3531.462316,4974.477189,"4.2 (3.5, 5) million",
2048,ProgAnyDisease_AI_75,cumulative_incDc,24605.06758,20982.13162,30431.14995,"24.6 (21, 30.4) million",
2048,ProgAnyDisease_AI_75,cumulative_incDs,60375.67889,46545.59093,77884.12151,"60.4 (46.5, 77.9) million",
2048,ProgAnyDisease_AI_75,cumulative_incDsDc,85410.92005,67604.55844,107413.7017,"85.4 (67.6, 107.4) million",
2048,ProgAnyDisease_AI_75,cumulative_incDn,66968.52236,40332.16241,97146.9087,"67 (40.3, 97.1) million",
2048,ProgAnyDisease_AI_75,cumulative_mort,4286.273466,3614.030439,5118.022393,"4.3 (3.6, 5.1) million",
2049,ProgAnyDisease_AI_75,cumulative_incDc,25211.06902,21489.75394,31234.09133,"25.2 (21.5, 31.2) million",
2049,ProgAnyDisease_AI_75,cumulative_incDs,61882.00761,47539.02151,79777.702,"61.9 (47.5, 79.8) million",
2049,ProgAnyDisease_AI_75,cumulative_incDsDc,87343.98886,69011.00614,110318.7487,"87.3 (69, 110.3) million",
2049,ProgAnyDisease_AI_75,cumulative_incDn,68555.39758,41252.22249,99665.99399,"68.6 (41.3, 99.7) million",
2049,ProgAnyDisease_AI_75,cumulative_mort,4384.945983,3689.604338,5256.621413,"4.4 (3.7, 5.3) million",
2050,ProgAnyDisease_AI_75,cumulative_incDc,25779.22673,21958.58795,31976.12589,"25.8 (22, 32) million",
2050,ProgAnyDisease_AI_75,cumulative_incDs,63270.60499,48518.27379,81570.49872,"63.3 (48.5, 81.6) million",
2050,ProgAnyDisease_AI_75,cumulative_incDsDc,89310.16703,70336.51525,112994.5919,"89.3 (70.3, 113) million",
2050,ProgAnyDisease_AI_75,cumulative_incDn,70109.49394,42126.33358,102050.5937,"70.1 (42.1, 102.1) million",
2050,ProgAnyDisease_AI_75,cumulative_mort,4482.965109,3765.564281,5388.380156,"4.5 (3.8, 5.4) million",
2030,ProgAnyDisease_CI,cumulative_incDc,2226.04203,1947.027699,2679.622347,"2.2 (1.9, 2.7) million",
2030,ProgAnyDisease_CI,cumulative_incDs,5525.282388,4373.842394,6910.207211,"5.5 (4.4, 6.9) million",
2030,ProgAnyDisease_CI,cumulative_incDsDc,7752.172084,6338.439705,9436.22461,"7.8 (6.3, 9.4) million",
2030,ProgAnyDisease_CI,cumulative_incDn,6552.189811,4116.722148,9332.969122,"6.6 (4.1, 9.3) million",
2030,ProgAnyDisease_CI,cumulative_mort,373.9919883,333.4686042,430.5134204,"0.4 (0.3, 0.4) million",
2031,ProgAnyDisease_CI,cumulative_incDc,4388.275285,3827.220229,5285.235313,"4.4 (3.8, 5.3) million",
2031,ProgAnyDisease_CI,cumulative_incDs,10889.2998,8598.170074,13643.14055,"10.9 (8.6, 13.6) million",
2031,ProgAnyDisease_CI,cumulative_incDsDc,15290.70609,12452.94528,18621.53831,"15.3 (12.5, 18.6) million",
2031,ProgAnyDisease_CI,cumulative_incDn,12898.75378,8074.711448,18408.04138,"12.9 (8.1, 18.4) million",
2031,ProgAnyDisease_CI,cumulative_mort,736.8800721,655.3054911,850.3609289,"0.7 (0.7, 0.9) million",
2032,ProgAnyDisease_CI,cumulative_incDc,6483.903668,5643.238769,7819.428146,"6.5 (5.6, 7.8) million",
2032,ProgAnyDisease_CI,cumulative_incDs,16096.00286,12678.94799,20197.90381,"16.1 (12.7, 20.2) million",
2032,ProgAnyDisease_CI,cumulative_incDsDc,22604.2008,18359.18989,27560.36469,"22.6 (18.4, 27.6) million",
2032,ProgAnyDisease_CI,cumulative_incDn,19050.89425,11884.64433,27258.20055,"19.1 (11.9, 27.3) million",
2032,ProgAnyDisease_CI,cumulative_mort,1089.272444,965.5394096,1259.179511,"1.1 (1, 1.3) million",
2033,ProgAnyDisease_CI,cumulative_incDc,8516.174173,7397.203684,10284.21618,"8.5 (7.4, 10.3) million",
2033,ProgAnyDisease_CI,cumulative_incDs,21155.5018,16621.56294,26570.20938,"21.2 (16.6, 26.6) million",
2033,ProgAnyDisease_CI,cumulative_incDsDc,29700.37304,24080.54401,36272.24325,"29.7 (24.1, 36.3) million",
2033,ProgAnyDisease_CI,cumulative_incDn,25023.64827,15553.10108,35878.96121,"25 (15.6, 35.9) million",
2033,ProgAnyDisease_CI,cumulative_mort,1431.418806,1264.692091,1657.413665,"1.4 (1.3, 1.7) million",
2034,ProgAnyDisease_CI,cumulative_incDc,10484.99719,9088.864239,12687.23333,"10.5 (9.1, 12.7) million",
2034,ProgAnyDisease_CI,cumulative_incDs,26069.15247,20430.54091,32778.63197,"26.1 (20.4, 32.8) million",
2034,ProgAnyDisease_CI,cumulative_incDsDc,36603.77242,29606.20941,44770.25161,"36.6 (29.6, 44.8) million",
2034,ProgAnyDisease_CI,cumulative_incDn,30819.92062,19086.07714,44242.16903,"30.8 (19.1, 44.2) million",
2034,ProgAnyDisease_CI,cumulative_mort,1762.973481,1554.006171,2047.091628,"1.8 (1.6, 2) million",
2035,ProgAnyDisease_CI,cumulative_incDc,12405.48799,10724.90742,15054.63556,"12.4 (10.7, 15.1) million",
2035,ProgAnyDisease_CI,cumulative_incDs,30855.92483,24135.07047,38883.78568,"30.9 (24.1, 38.9) million",
2035,ProgAnyDisease_CI,cumulative_incDsDc,43332.35739,34936.50142,53093.55891,"43.3 (34.9, 53.1) million",
2035,ProgAnyDisease_CI,cumulative_incDn,36538.18337,22529.97862,52463.87423,"36.5 (22.5, 52.5) million",
2035,ProgAnyDisease_CI,cumulative_mort,2086.496767,1834.825561,2426.823745,"2.1 (1.8, 2.4) million",
2036,ProgAnyDisease_CI,cumulative_incDc,14287.52808,12313.42749,17380.42491,"14.3 (12.3, 17.4) million",
2036,ProgAnyDisease_CI,cumulative_incDs,35535.05548,27744.0073,44862.72076,"35.5 (27.7, 44.9) million",
2036,ProgAnyDisease_CI,cumulative_incDsDc,49903.28027,40131.5149,61247.01345,"49.9 (40.1, 61.2) million",
2036,ProgAnyDisease_CI,cumulative_incDn,42149.48897,25876.75265,60505.40161,"42.1 (25.9, 60.5) million",
2036,ProgAnyDisease_CI,cumulative_mort,2403.582925,2106.86612,2798.422188,"2.4 (2.1, 2.8) million",
2037,ProgAnyDisease_CI,cumulative_incDc,16124.19435,13856.38484,19653.03458,"16.1 (13.9, 19.7) million",
2037,ProgAnyDisease_CI,cumulative_incDs,40169.91144,31273.94897,50717.25341,"40.2 (31.3, 50.7) million",
2037,ProgAnyDisease_CI,cumulative_incDsDc,56332.69788,45244.80891,69317.82924,"56.3 (45.2, 69.3) million",
2037,ProgAnyDisease_CI,cumulative_incDn,47641.64576,29128.37975,68375.88654,"47.6 (29.1, 68.4) million",
2037,ProgAnyDisease_CI,cumulative_mort,2710.447106,2370.763267,3163.04125,"2.7 (2.4, 3.2) million",
2038,ProgAnyDisease_CI,cumulative_incDc,17913.13368,15356.25199,21876.83568,"17.9 (15.4, 21.9) million",
2038,ProgAnyDisease_CI,cumulative_incDs,44712.48781,34716.69993,56419.96617,"44.7 (34.7, 56.4) million",
2038,ProgAnyDisease_CI,cumulative_incDsDc,62614.95283,50238.03367,77252.66705,"62.6 (50.2, 77.3) million",
2038,ProgAnyDisease_CI,cumulative_incDn,53019.95145,32288.98236,76121.00352,"53 (32.3, 76.1) million",
2038,ProgAnyDisease_CI,cumulative_mort,3010.437349,2627.267496,3522.755589,"3 (2.6, 3.5) million",
2039,ProgAnyDisease_CI,cumulative_incDc,19667.36452,16815.17011,24060.42377,"19.7 (16.8, 24.1) million",
2039,ProgAnyDisease_CI,cumulative_incDs,49147.76277,38036.65138,62005.4771,"49.1 (38, 62) million",
2039,ProgAnyDisease_CI,cumulative_incDsDc,68754.13685,55117.55641,85044.84008,"68.8 (55.1, 85) million",
2039,ProgAnyDisease_CI,cumulative_incDn,58288.90333,35362.89336,83803.84151,"58.3 (35.4, 83.8) million",
2039,ProgAnyDisease_CI,cumulative_mort,3303.803397,2876.518109,3876.653048,"3.3 (2.9, 3.9) million",
2040,ProgAnyDisease_CI,cumulative_incDc,21332.53266,18205.30837,26187.8489,"21.3 (18.2, 26.2) million",
2040,ProgAnyDisease_CI,cumulative_incDs,53331.40448,41202.04517,67383.77597,"53.3 (41.2, 67.4) million",
2040,ProgAnyDisease_CI,cumulative_incDsDc,74662.48453,59714.73358,92517.82896,"74.7 (59.7, 92.5) million",
2040,ProgAnyDisease_CI,cumulative_incDn,63117.74155,38179.01392,90950.18376,"63.1 (38.2, 91) million",
2040,ProgAnyDisease_CI,cumulative_mort,3587.765615,3115.703589,4221.915324,"3.6 (3.1, 4.2) million",
2041,ProgAnyDisease_CI,cumulative_incDc,22962.6197,19559.86202,28272.59021,"23 (19.6, 28.3) million",
2041,ProgAnyDisease_CI,cumulative_incDs,57468.39814,44308.7739,72635.48869,"57.5 (44.3, 72.6) million",
2041,ProgAnyDisease_CI,cumulative_incDsDc,80378.24188,64206.19282,99824.32535,"80.4 (64.2, 99.8) million",
2041,ProgAnyDisease_CI,cumulative_incDn,67991.54938,40971.47133,98168.68226,"68 (41, 98.2) million",
2041,ProgAnyDisease_CI,cumulative_mort,3860.716216,3345.231375,4557.0786,"3.9 (3.3, 4.6) million",
2042,ProgAnyDisease_CI,cumulative_incDc,24591.16382,20879.90027,30312.60613,"24.6 (20.9, 30.3) million",
2042,ProgAnyDisease_CI,cumulative_incDs,61517.17876,47339.19443,77879.68237,"61.5 (47.3, 77.9) million",
2042,ProgAnyDisease_CI,cumulative_incDsDc,85927.75861,68569.26089,106995.4947,"85.9 (68.6, 107) million",
2042,ProgAnyDisease_CI,cumulative_incDn,72844.65107,43700.58841,105268.3428,"72.8 (43.7, 105.3) million",
2042,ProgAnyDisease_CI,cumulative_mort,4126.459806,3566.748983,4883.864142,"4.1 (3.6, 4.9) million",
2043,ProgAnyDisease_CI,cumulative_incDc,26168.54441,22166.99072,32327.30849,"26.2 (22.2, 32.3) million",
2043,ProgAnyDisease_CI,cumulative_incDs,65461.77146,50297.84623,83111.75439,"65.5 (50.3, 83.1) million",
2043,ProgAnyDisease_CI,cumulative_incDsDc,91362.73687,72732.91571,114017.3279,"91.4 (72.7, 114) million",
2043,ProgAnyDisease_CI,cumulative_incDn,77534.84014,46360.48181,112078.4102,"77.5 (46.4, 112.1) million",
2043,ProgAnyDisease_CI,cumulative_mort,4387.505001,3781.488982,5201.538609,"4.4 (3.8, 5.2) million",
2044,ProgAnyDisease_CI,cumulative_incDc,27686.8993,23422.84946,34324.02393,"27.7 (23.4, 34.3) million",
2044,ProgAnyDisease_CI,cumulative_incDs,69343.81706,53189.04877,88209.76015,"69.3 (53.2, 88.2) million",
2044,ProgAnyDisease_CI,cumulative_incDsDc,96685.24383,76759.42943,120899.7222,"96.7 (76.8, 120.9) million",
2044,ProgAnyDisease_CI,cumulative_incDn,82208.34603,48952.88126,118746.2541,"82.2 (49, 118.7) million",
2044,ProgAnyDisease_CI,cumulative_mort,4644.580604,3989.979938,5513.933114,"4.6 (4, 5.5) million",
2045,ProgAnyDisease_CI,cumulative_incDc,29163.34129,24673.88603,36294.23935,"29.2 (24.7, 36.3) million",
2045,ProgAnyDisease_CI,cumulative_incDs,73140.56692,55979.40683,93210.54647,"73.1 (56, 93.2) million",
2045,ProgAnyDisease_CI,cumulative_incDsDc,101924.3426,80674.20749,127662.7258,"101.9 (80.7, 127.7) million",
2045,ProgAnyDisease_CI,cumulative_incDn,86795.09174,51480.40733,125284.4674,"86.8 (51.5, 125.3) million",
2045,ProgAnyDisease_CI,cumulative_mort,4897.731771,4191.857877,5821.40475,"4.9 (4.2, 5.8) million",
2046,ProgAnyDisease_CI,cumulative_incDc,30663.33613,25905.46647,38230.88929,"30.7 (25.9, 38.2) million",
2046,ProgAnyDisease_CI,cumulative_incDs,76842.65624,58680.02807,98139.50446,"76.8 (58.7, 98.1) million",
2046,ProgAnyDisease_CI,cumulative_incDsDc,107076.7026,84570.69737,134346.8997,"107.1 (84.6, 134.3) million",
2046,ProgAnyDisease_CI,cumulative_incDn,91303.30513,53944.72515,131717.7449,"91.3 (53.9, 131.7) million",
2046,ProgAnyDisease_CI,cumulative_mort,5147.098847,4387.738837,6126.375994,"5.1 (4.4, 6.1) million",
2047,ProgAnyDisease_CI,cumulative_incDc,32091.47249,27105.07741,40146.14252,"32.1 (27.1, 40.1) million",
2047,ProgAnyDisease_CI,cumulative_incDs,80463.66129,61309.39948,102994.6684,"80.5 (61.3, 103) million",
2047,ProgAnyDisease_CI,cumulative_incDsDc,112132.3367,88389.90504,141061.529,"112.1 (88.4, 141.1) million",
2047,ProgAnyDisease_CI,cumulative_incDn,95750.03799,56349.70971,138095.6874,"95.8 (56.3, 138.1) million",
2047,ProgAnyDisease_CI,cumulative_mort,5391.994532,4578.25358,6430.748748,"5.4 (4.6, 6.4) million",
2048,ProgAnyDisease_CI,cumulative_incDc,33499.57205,28251.11143,42006.55214,"33.5 (28.3, 42) million",
2048,ProgAnyDisease_CI,cumulative_incDs,83996.3408,63812.6903,107779.0139,"84 (63.8, 107.8) million",
2048,ProgAnyDisease_CI,cumulative_incDsDc,117154.4618,92130.66154,147689.9289,"117.2 (92.1, 147.7) million",
2048,ProgAnyDisease_CI,cumulative_incDn,100087.6577,58697.96942,144366.5268,"100.1 (58.7, 144.4) million",
2048,ProgAnyDisease_CI,cumulative_mort,5631.04384,4763.645972,6732.150599,"5.6 (4.8, 6.7) million",
2049,ProgAnyDisease_CI,cumulative_incDc,34885.78305,29372.26521,43817.524,"34.9 (29.4, 43.8) million",
2049,ProgAnyDisease_CI,cumulative_incDs,87443.14261,66251.45436,112495.2644,"87.4 (66.3, 112.5) million",
2049,ProgAnyDisease_CI,cumulative_incDsDc,122097.2991,95882.39604,154235.7313,"122.1 (95.9, 154.2) million",
2049,ProgAnyDisease_CI,cumulative_incDn,104354.596,60991.95063,150532.7273,"104.4 (61, 150.5) million",
2049,ProgAnyDisease_CI,cumulative_mort,5860.726388,4944.141601,7029.942524,"5.9 (4.9, 7) million",
2050,ProgAnyDisease_CI,cumulative_incDc,36282.62779,30469.5935,45603.1697,"36.3 (30.5, 45.6) million",
2050,ProgAnyDisease_CI,cumulative_incDs,90837.04467,68628.41761,117047.0367,"90.8 (68.6, 117) million",
2050,ProgAnyDisease_CI,cumulative_incDsDc,126921.4232,99563.21591,160674.8229,"126.9 (99.6, 160.7) million",
2050,ProgAnyDisease_CI,cumulative_incDn,108507.1403,63233.88116,156565.3044,"108.5 (63.2, 156.6) million",
2050,ProgAnyDisease_CI,cumulative_mort,6084.049262,5120.471211,7320.771756,"6.1 (5.1, 7.3) million",
2030,ProgClinDisease_AI,cumulative_incDc,2223.750489,1944.696695,2676.041897,"2.2 (1.9, 2.7) million",
2030,ProgClinDisease_AI,cumulative_incDs,5558.450582,4399.81043,6938.060938,"5.6 (4.4, 6.9) million",
2030,ProgClinDisease_AI,cumulative_incDsDc,7779.74614,6360.971301,9459.161534,"7.8 (6.4, 9.5) million",
2030,ProgClinDisease_AI,cumulative_incDn,6655.723293,4176.890265,9447.848921,"6.7 (4.2, 9.4) million",
2030,ProgClinDisease_AI,cumulative_mort,373.7595558,333.3005539,430.3427647,"0.4 (0.3, 0.4) million",
2031,ProgClinDisease_AI,cumulative_incDc,4374.653422,3815.124338,5265.557296,"4.4 (3.8, 5.3) million",
2031,ProgClinDisease_AI,cumulative_incDs,10978.29305,8678.784143,13727.48905,"11 (8.7, 13.7) million",
2031,ProgClinDisease_AI,cumulative_incDsDc,15344.44843,12513.21448,18685.08453,"15.3 (12.5, 18.7) million",
2031,ProgClinDisease_AI,cumulative_incDn,13192.83215,8244.761918,18723.57722,"13.2 (8.2, 18.7) million",
2031,ProgClinDisease_AI,cumulative_mort,735.7407612,653.9757971,849.2346949,"0.7 (0.7, 0.8) million",
2032,ProgClinDisease_AI,cumulative_incDc,6442.594249,5611.787787,7766.360851,"6.4 (5.6, 7.8) million","6.44 (5.61, 7.77)"
2032,ProgClinDisease_AI,cumulative_incDs,16262.48216,12837.21859,20356.67222,"16.3 (12.8, 20.4) million","16.26 (12.84, 20.36)"
2032,ProgClinDisease_AI,cumulative_incDsDc,22723.41845,18483.97551,27694.20466,"22.7 (18.5, 27.7) million","22.72 (18.48, 27.69)"
2032,ProgClinDisease_AI,cumulative_incDn,19628.87778,12210.22958,27804.49608,"19.6 (12.2, 27.8) million","19.63 (12.21, 27.8)"
2032,ProgClinDisease_AI,cumulative_mort,1085.509161,961.4419247,1255.550104,"1.1 (1, 1.3) million","1.09 (0.96, 1.26)"
2033,ProgClinDisease_AI,cumulative_incDc,8421.586052,7337.181997,10180.87729,"8.4 (7.3, 10.2) million",
2033,ProgClinDisease_AI,cumulative_incDs,21414.99289,16881.01841,26862.897,"21.4 (16.9, 26.9) million",
2033,ProgClinDisease_AI,cumulative_incDsDc,29886.79515,24282.33449,36485.61762,"29.9 (24.3, 36.5) million",
2033,ProgClinDisease_AI,cumulative_incDn,25953.21715,16078.26608,36690.91808,"26 (16.1, 36.7) million",
2033,ProgClinDisease_AI,cumulative_mort,1421.980394,1256.989791,1649.152882,"1.4 (1.3, 1.6) million",
2034,ProgClinDisease_AI,cumulative_incDc,10344.32937,8992.164982,12533.89383,"10.3 (9, 12.5) million",
2034,ProgClinDisease_AI,cumulative_incDs,26454.18594,20817.81874,33227.22301,"26.5 (20.8, 33.2) million",
2034,ProgClinDisease_AI,cumulative_incDsDc,36872.80381,29857.10583,45064.48861,"36.9 (29.9, 45.1) million",
2034,ProgClinDisease_AI,cumulative_incDn,32160.79342,19853.39968,45391.5551,"32.2 (19.9, 45.4) million",
2034,ProgClinDisease_AI,cumulative_mort,1747.22245,1540.778775,2029.691297,"1.7 (1.5, 2) million",
2035,ProgClinDisease_AI,cumulative_incDc,12202.54978,10587.83136,14828.71663,"12.2 (10.6, 14.8) million",
2035,ProgClinDisease_AI,cumulative_incDs,31381.84467,24646.18364,39438.02933,"31.4 (24.6, 39.4) million",
2035,ProgClinDisease_AI,cumulative_incDsDc,43694.09974,35309.10751,53448.0712,"43.7 (35.3, 53.4) million",
2035,ProgClinDisease_AI,cumulative_incDn,38232.39869,23534.70387,53925.47558,"38.2 (23.5, 53.9) million",
2035,ProgClinDisease_AI,cumulative_mort,2061.238765,1813.711048,2398.315153,"2.1 (1.8, 2.4) million",
2036,ProgClinDisease_AI,cumulative_incDc,14023.01635,12138.07644,17078.63016,"14 (12.1, 17.1) million",
2036,ProgClinDisease_AI,cumulative_incDs,36242.8119,28372.97837,45514.56974,"36.2 (28.4, 45.5) million",
2036,ProgClinDisease_AI,cumulative_incDsDc,50345.06498,40639.33527,61744.66185,"50.3 (40.6, 61.7) million",
2036,ProgClinDisease_AI,cumulative_incDn,44186.71629,27119.84184,62310.1963,"44.2 (27.1, 62.3) million",
2036,ProgClinDisease_AI,cumulative_mort,2367.379671,2076.067686,2759.737059,"2.4 (2.1, 2.8) million",
2037,ProgClinDisease_AI,cumulative_incDc,15790.60557,13648.44462,19290.85973,"15.8 (13.6, 19.3) million",
2037,ProgClinDisease_AI,cumulative_incDs,40989.16835,32005.58839,51462.58851,"41 (32, 51.5) million",
2037,ProgClinDisease_AI,cumulative_incDsDc,56831.69465,45787.57532,69861.52006,"56.8 (45.8, 69.9) million",
2037,ProgClinDisease_AI,cumulative_incDn,49996.27143,30611.60498,70628.4257,"50 (30.6, 70.6) million",
2037,ProgClinDisease_AI,cumulative_mort,2665.814237,2332.152081,3115.568934,"2.7 (2.3, 3.1) million",
2038,ProgClinDisease_AI,cumulative_incDc,17542.22528,15122.80724,21470.36953,"17.5 (15.1, 21.5) million",
2038,ProgClinDisease_AI,cumulative_incDs,45641.78264,35594.57168,57287.82525,"45.6 (35.6, 57.3) million",
2038,ProgClinDisease_AI,cumulative_incDsDc,63229.06032,50855.45036,77822.14944,"63.2 (50.9, 77.8) million",
2038,ProgClinDisease_AI,cumulative_incDn,55669.29005,34037.73469,78807.64546,"55.7 (34, 78.8) million",
2038,ProgClinDisease_AI,cumulative_mort,2958.819401,2580.483587,3465.969098,"3 (2.6, 3.5) million",
2039,ProgClinDisease_AI,cumulative_incDc,19225.58488,16563.94248,23620.61177,"19.2 (16.6, 23.6) million",
2039,ProgClinDisease_AI,cumulative_incDs,50220.86668,39076.57514,63007.88232,"50.2 (39.1, 63) million",
2039,ProgClinDisease_AI,cumulative_incDsDc,69482.48242,55813.76856,85661.48777,"69.5 (55.8, 85.7) million",
2039,ProgClinDisease_AI,cumulative_incDn,61286.62554,37457.17211,86798.12603,"61.3 (37.5, 86.8) million",
2039,ProgClinDisease_AI,cumulative_mort,3246.617683,2822.472198,3811.689619,"3.2 (2.8, 3.8) million",
2040,ProgClinDisease_AI,cumulative_incDc,20866.94934,17934.10309,25687.06719,"20.9 (17.9, 25.7) million",
2040,ProgClinDisease_AI,cumulative_incDs,54658.23856,42501.6683,68740.79556,"54.7 (42.5, 68.7) million",
2040,ProgClinDisease_AI,cumulative_incDsDc,75603.75982,60607.51411,93344.75713,"75.6 (60.6, 93.3) million",
2040,ProgClinDisease_AI,cumulative_incDn,66866.31026,40822.15273,94567.49918,"66.9 (40.8, 94.6) million",
2040,ProgClinDisease_AI,cumulative_mort,3521.488778,3056.441186,4149.799093,"3.5 (3.1, 4.1) million",
2041,ProgClinDisease_AI,cumulative_incDc,22440.25847,19251.7419,27682.34237,"22.4 (19.3, 27.7) million",
2041,ProgClinDisease_AI,cumulative_incDs,59050.24326,45836.48413,74454.73671,"59.1 (45.8, 74.5) million",
2041,ProgClinDisease_AI,cumulative_incDsDc,81567.54309,65212.37898,100841.3444,"81.6 (65.2, 100.8) million",
2041,ProgClinDisease_AI,cumulative_incDn,72441.30638,44043.33591,102307.2163,"72.4 (44, 102.3) million",
2041,ProgClinDisease_AI,cumulative_mort,3790.160314,3279.924103,4476.385531,"3.8 (3.3, 4.5) million",
2042,ProgClinDisease_AI,cumulative_incDc,23959.20264,20538.91172,29633.97744,"24 (20.5, 29.6) million",
2042,ProgClinDisease_AI,cumulative_incDs,63352.22929,49099.67567,80084.34223,"63.4 (49.1, 80.1) million",
2042,ProgClinDisease_AI,cumulative_incDsDc,87420.13289,69693.27231,108312.2138,"87.4 (69.7, 108.3) million",
2042,ProgClinDisease_AI,cumulative_incDn,77760.57163,47195.21528,109942.1703,"77.8 (47.2, 109.9) million",
2042,ProgClinDisease_AI,cumulative_mort,4047.650311,3492.588316,4794.375403,"4 (3.5, 4.8) million",
2043,ProgClinDisease_AI,cumulative_incDc,25446.0571,21795.57219,31551.45729,"25.4 (21.8, 31.6) million",
2043,ProgClinDisease_AI,cumulative_incDs,67586.91248,52384.50811,85537.28822,"67.6 (52.4, 85.5) million",
2043,ProgClinDisease_AI,cumulative_incDsDc,93111.94721,74064.19557,115674.9102,"93.1 (74.1, 115.7) million",
2043,ProgClinDisease_AI,cumulative_incDn,83039.13056,50276.48581,117404.0647,"83 (50.3, 117.4) million",
2043,ProgClinDisease_AI,cumulative_mort,4302.321397,3697.955267,5105.06339,"4.3 (3.7, 5.1) million",
2044,ProgClinDisease_AI,cumulative_incDc,26904.12745,23027.19299,33443.56442,"26.9 (23, 33.4) million",
2044,ProgClinDisease_AI,cumulative_incDs,71715.20663,55583.38061,90912.66193,"71.7 (55.6, 90.9) million",
2044,ProgClinDisease_AI,cumulative_incDsDc,98743.90677,78330.31513,122942.1074,"98.7 (78.3, 122.9) million",
2044,ProgClinDisease_AI,cumulative_incDn,88285.27639,53288.88568,124632.9831,"88.3 (53.3, 124.6) million",
2044,ProgClinDisease_AI,cumulative_mort,4549.651747,3897.536612,5409.019507,"4.5 (3.9, 5.4) million",
2045,ProgClinDisease_AI,cumulative_incDc,28314.26345,24236.49839,35326.54245,"28.3 (24.2, 35.3) million",
2045,ProgClinDisease_AI,cumulative_incDs,75704.86214,58583.47436,96207.44962,"75.7 (58.6, 96.2) million",
2045,ProgClinDisease_AI,cumulative_incDsDc,104220.2521,82501.64867,130123.0946,"104.2 (82.5, 130.1) million",
2045,ProgClinDisease_AI,cumulative_incDn,93342.266,56234.24373,131729.3821,"93.3 (56.2, 131.7) million",
2045,ProgClinDisease_AI,cumulative_mort,4795.874301,4091.970062,5708.676823,"4.8 (4.1, 5.7) million",
2046,ProgClinDisease_AI,cumulative_incDc,29723.02025,25422.83663,37201.94562,"29.7 (25.4, 37.2) million",
2046,ProgClinDisease_AI,cumulative_incDs,79735.86795,61465.5621,101423.986,"79.7 (61.5, 101.4) million",
